cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.67861,0.0,0.3922,0.7105,0.85,0.85,6.25,0.565,0.0953,0.097,1.7054,1.3e-05,1640.691,0.098314,0.80498,0.002866,0.0,13.83505916595459,False,0.25,0.25,0.25,0.25,0.3922,0.0,0.0
2,GSM8K,fixed_grpo,0.15368,0.0,0.2703,0.6216,0.9,0.9,4.3,0.5806,0.0956,0.1055,1.987,1.8e-05,1640.691,0.09705,0.794699,0.002821,0.0,13.174276351928711,False,0.25,0.25,0.25,0.25,0.2703,0.0,0.0
3,GSM8K,fixed_grpo,0.3115,0.0,0.2812,0.6406,0.875,0.875,4.5,0.5767,0.0909,0.0957,1.964,2.2e-05,1640.691,0.099488,0.814323,0.002937,0.0,13.99148941040039,False,0.25,0.25,0.25,0.25,0.2812,0.0,0.0
4,GSM8K,fixed_grpo,0.38057,0.0,0.3141,0.6338,0.8,0.8,5.025,0.6205,0.0771,0.0916,1.8554,2.5e-05,1640.691,0.101416,0.82997,0.003012,0.0,13.646524429321289,False,0.25,0.25,0.25,0.25,0.3141,0.0,0.0
5,GSM8K,fixed_grpo,0.35305,0.0,0.3219,0.636,0.8,0.8,5.15,0.6057,0.0871,0.0893,1.8208,2.8e-05,1640.691,0.10224,0.83656,0.003057,0.0,13.736625671386719,False,0.25,0.25,0.25,0.25,0.3219,0.0,0.0
6,Code,fixed_grpo,0.44771,0.02656,0.3094,0.6236,0.8,0.8,4.525,0.6641,0.0944,0.0615,1.8382,3.6e-05,1640.691,0.106424,0.870719,0.003193,0.0,13.64280891418457,False,0.25,0.25,0.25,0.25,0.3484,0.3094,0.0
7,Code,fixed_grpo,0.45759,0.02969,0.2766,0.5673,0.725,0.725,4.0,0.6798,0.0937,0.0576,1.785,4.4e-05,1640.691,0.107261,0.877407,0.003239,0.0,13.068095207214355,False,0.25,0.25,0.25,0.25,0.3516,0.2766,0.0
8,Code,fixed_grpo,0.61968,0.06562,0.2703,0.5826,0.75,0.75,3.95,0.6688,0.0943,0.0601,1.8094,4.8e-05,1640.691,0.107703,0.880829,0.003279,0.0,12.540621757507324,False,0.25,0.25,0.25,0.25,0.3875,0.2703,0.0
9,Code,fixed_grpo,0.4764,-0.0125,0.3125,0.5953,0.775,0.775,4.65,0.6862,0.1082,0.0514,1.8301,5.2e-05,1640.691,0.107965,0.882852,0.003303,0.0,12.1235990524292,False,0.25,0.25,0.25,0.25,0.3094,0.3125,0.0
10,Code,fixed_grpo,0.55968,0.03125,0.2906,0.5794,0.775,0.775,4.425,0.7019,0.1003,0.0486,1.8687,5.5e-05,1640.691,0.10835,0.88592,0.003326,0.0,13.256726264953613,False,0.25,0.25,0.25,0.25,0.3531,0.2906,0.0
11,MedicalMC,fixed_grpo,0.80974,0.05391,0.3078,0.6881,1.0,1.0,4.925,0.7829,0.0617,0.0855,2.2752,6e-05,1640.691,0.109887,0.89845,0.003378,0.0,13.672277450561523,False,0.25,0.25,0.25,0.25,0.4266,0.2938,0.3078
12,MedicalMC,fixed_grpo,0.92922,0.07734,0.3172,0.6472,0.95,0.95,5.075,0.7968,0.0605,0.093,2.3809,6.5e-05,1640.691,0.110388,0.902508,0.003398,0.0,13.825918197631836,False,0.25,0.25,0.25,0.25,0.4609,0.3063,0.3172
13,MedicalMC,fixed_grpo,0.66329,0.0375,0.2453,0.6133,0.9,0.9,3.925,0.8061,0.0429,0.064,2.239,6.8e-05,1640.691,0.110702,0.904936,0.003426,0.0,13.523794174194336,False,0.25,0.25,0.25,0.25,0.4062,0.2812,0.2453
14,MedicalMC,fixed_grpo,0.88977,0.04531,0.2531,0.6286,0.975,0.975,4.05,0.8044,0.0455,0.0822,2.2449,7.1e-05,1640.691,0.111022,0.907505,0.003444,0.0,13.523188591003418,False,0.25,0.25,0.25,0.25,0.4109,0.2922,0.2531
15,MedicalMC,fixed_grpo,1.03781,0.03906,0.3328,0.7068,0.95,0.95,5.325,0.796,0.068,0.103,2.3528,7.3e-05,1640.691,0.111226,0.909117,0.003457,0.0,13.522144317626953,False,0.25,0.25,0.25,0.25,0.4078,0.2828,0.3328
