cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,nsiac,0.75987,0.0,0.5088,0.7887,0.92,0.92,0.4916,0.0966,0.0859,1.3822,1.4e-05,1640.691,0.0,13.315378189086914,False,0.25,0.25,0.25,0.25,0.5088,0.0,0.0
2,GSM8K,nsiac,0.23942,0.0,0.5162,0.7981,0.92,0.92,0.4745,0.1002,0.0867,1.3545,2e-05,1640.691,0.0,12.855177879333496,False,0.25,0.25,0.25,0.25,0.5162,0.0,0.0
