cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,nsiac,0.67745,0.0,0.4975,0.7853,0.92,0.92,7.3,0.3769,0.143,0.1132,1.2455,1.7e-05,1945.442,0.164824,0.733386,0.005085,0.0,14.308849334716797,False,0.25,0.25,0.25,0.25,0.4975,0.0,0.0
2,GSM8K,nsiac,0.17299,0.0,0.52,0.7984,0.92,0.92,7.64,0.3494,0.1601,0.1274,1.1938,2.5e-05,1945.442,0.163889,0.72929,0.005037,0.0,14.395784378051758,False,0.25,0.25,0.25,0.25,0.52,0.0,0.0
3,GSM8K,nsiac,0.31065,0.0,0.6325,0.8615,0.96,0.96,9.54,0.3885,0.1517,0.0967,0.8664,2.8e-05,1945.442,0.180529,0.803348,0.005546,0.0,14.362534523010254,False,0.6139,0.1717,0.0135,0.2009,0.6325,0.0,0.0
4,GSM8K,nsiac,0.35947,0.0,0.755,0.9184,0.96,0.96,11.94,0.4208,0.1473,0.0804,0.6893,3.1e-05,1945.442,0.181308,0.806723,0.005596,0.0,14.447962760925293,False,0.6065,0.1758,0.014,0.2037,0.755,0.0,0.0
5,GSM8K,nsiac,0.15932,0.0,0.6488,0.8797,0.98,0.98,10.36,0.5212,0.108,0.0794,0.9898,3.6e-05,1945.442,0.182924,0.813811,0.005674,0.0,14.472189903259277,False,0.2724,0.1124,0.3126,0.3026,0.6488,0.0,0.0
6,GSM8K,nsiac,0.32617,0.0,0.645,0.8941,0.98,0.98,10.3,0.5632,0.1209,0.0486,1.0364,4.3e-05,1945.441,0.324741,0.822531,0.184886,0.0,14.466683387756348,False,0.2403,0.1588,0.386,0.2148,0.645,0.0,0.0
7,GSM8K,nsiac,0.35285,0.0,0.6388,0.8896,0.98,0.98,10.18,0.5813,0.1089,0.0433,1.0159,4.5e-05,1945.441,0.325196,0.824549,0.184902,0.0,14.515993118286133,False,0.648,0.2208,0.06,0.0712,0.6388,0.0,0.0
8,GSM8K,nsiac,0.23607,0.0,0.64,0.874,0.98,0.98,10.02,0.3877,0.1273,0.1043,0.9481,4.8e-05,1945.441,0.325592,0.826306,0.184915,0.0,13.979231834411621,False,0.2319,0.4388,0.1842,0.1451,0.64,0.0,0.0
9,GSM8K,nsiac,0.29176,0.0,0.7013,0.8892,0.96,0.96,11.08,0.3347,0.1573,0.1098,0.7275,5e-05,1945.441,0.326294,0.829402,0.184945,0.0,14.329066276550293,False,0.6476,0.2832,0.0124,0.0568,0.7013,0.0,0.0
10,GSM8K,nsiac,0.29498,0.0,0.7362,0.9054,0.98,0.98,11.56,0.368,0.1461,0.0966,0.6751,5.2e-05,1945.441,0.327404,0.834335,0.18498,0.0,13.889694213867188,False,0.6166,0.236,0.0304,0.117,0.7362,0.0,0.0
11,Code,nsiac,-0.30741,-0.0125,0.32,0.6684,0.86,0.86,4.88,0.5849,0.0865,0.0992,1.7965,5.6e-05,1945.441,0.333592,0.862341,0.185038,0.0,11.285989761352539,False,0.7108,0.0949,0.045,0.1493,0.7238,0.32,0.0
12,Code,nsiac,0.43972,-0.00875,0.3337,0.698,0.94,0.94,4.92,0.5611,0.0838,0.123,1.6547,6e-05,1945.441,0.335396,0.870387,0.185089,0.0,10.397720336914062,False,0.9088,0.0202,0.0167,0.0542,0.7275,0.3337,0.0
13,Code,nsiac,0.42206,0.00125,0.3013,0.6651,0.88,0.88,4.58,0.5663,0.0807,0.1175,1.7276,6.4e-05,1945.441,0.336695,0.876142,0.185135,0.0,10.575722694396973,False,0.7396,0.117,0.0974,0.0459,0.7375,0.3013,0.0
14,Code,nsiac,0.29434,-0.05,0.315,0.6783,0.9,0.9,4.78,0.5689,0.0847,0.1187,1.7486,6.8e-05,1945.442,0.337316,0.878897,0.185157,0.0,11.7556734085083,False,0.8299,0.1025,0.046,0.0217,0.6863,0.315,0.0
15,Code,nsiac,0.43663,-0.01875,0.3237,0.6861,0.96,0.96,4.88,0.5533,0.0825,0.1143,1.6471,7.2e-05,1945.442,0.337752,0.880823,0.185174,0.0,10.516674041748047,False,0.9381,0.0204,0.0142,0.0273,0.7175,0.3237,0.0
16,Code,nsiac,0.50387,-0.01125,0.3425,0.6941,0.9,0.9,5.2,0.5409,0.0866,0.1172,1.7146,7.5e-05,1945.442,0.338152,0.882599,0.185188,0.0,11.447854995727539,False,0.9107,0.0658,0.0228,0.0007,0.725,0.3425,0.0
17,Code,nsiac,0.42185,-0.02125,0.3212,0.6974,0.94,0.94,4.8,0.5722,0.0735,0.1147,1.7479,8e-05,1945.442,0.338791,0.885418,0.185214,0.0,11.103044509887695,False,0.8269,0.0492,0.1125,0.0114,0.715,0.3212,0.0
18,Code,nsiac,0.58013,-0.0175,0.3438,0.6954,0.94,0.94,5.1,0.5867,0.0847,0.1021,1.7456,8.4e-05,1945.443,0.339063,0.886619,0.185226,0.0,11.5731201171875,False,0.851,0.0599,0.052,0.0371,0.7188,0.3438,0.0
19,Code,nsiac,0.56264,-0.00375,0.3262,0.6688,0.9,0.9,4.78,0.5663,0.0845,0.1089,1.6796,8.7e-05,1945.443,0.339293,0.887639,0.185234,0.0,11.044717788696289,False,0.8502,0.1071,0.0235,0.0193,0.7325,0.3262,0.0
20,Code,nsiac,0.53722,-0.02125,0.3312,0.7024,0.96,0.96,4.96,0.5631,0.0876,0.1083,1.693,9.2e-05,1945.444,0.339531,0.888708,0.185238,0.0,10.254011154174805,False,0.9072,0.0433,0.0427,0.0068,0.715,0.3312,0.0
21,MedicalMC,nsiac,1.95582,0.11937,0.44,0.8068,0.98,0.98,4.12,0.8186,0.1999,0.0121,1.0711,9.5e-05,1945.444,0.34253,0.901952,0.185358,0.0,13.615516662597656,False,0.9152,0.0469,0.0208,0.017,0.7362,0.57,0.44
22,MedicalMC,nsiac,0.86303,0.1275,0.5525,0.6565,0.7,0.7,1.42,0.0125,0.4889,0.0,0.0632,9.9e-05,1945.444,0.343046,0.904191,0.18539,0.0,13.122100830078125,False,0.9444,0.0129,0.01,0.0326,0.7312,0.5913,0.5525
23,MedicalMC,nsiac,1.3163,0.14438,0.4725,0.6369,0.82,0.82,2.68,0.6853,0.3418,0.0281,0.6684,0.000103,1945.445,0.343285,0.905226,0.185406,0.0,13.374436378479004,False,0.7516,0.1159,0.0901,0.0424,0.7163,0.64,0.4725
24,MedicalMC,nsiac,1.03628,0.15063,0.4537,0.5639,0.64,0.64,2.12,0.1511,0.1838,0.0092,0.3148,0.000107,1945.445,0.343484,0.906073,0.185423,0.0,13.139168739318848,False,0.8506,0.0918,0.0391,0.0184,0.7238,0.645,0.4537
25,MedicalMC,nsiac,1.68172,0.11438,0.4125,0.7394,0.92,0.92,6.54,0.8444,0.0332,0.0251,2.295,0.000109,1945.445,0.343661,0.90685,0.185431,0.0,13.628271102905273,False,0.929,0.0269,0.0151,0.029,0.71,0.5863,0.4125
26,MedicalMC,nsiac,2.1403,0.13937,0.4313,0.689,0.88,0.88,6.8,0.8604,0.0502,0.0156,2.2903,0.000112,1945.445,0.343892,0.907865,0.185443,0.0,13.61806869506836,False,0.9188,0.0647,0.0161,0.0005,0.74,0.6062,0.4313
27,MedicalMC,nsiac,2.13284,0.1425,0.505,0.6642,0.78,0.78,7.98,0.5877,0.0496,0.0024,2.4903,0.000116,1945.446,0.344051,0.908552,0.185452,0.0,13.935599327087402,False,0.9568,0.0312,0.0018,0.0101,0.745,0.6075,0.505
28,MedicalMC,nsiac,1.99635,0.13375,0.4713,0.6768,0.8,0.8,7.06,0.8083,0.0431,0.0077,2.375,0.00012,1945.447,0.34425,0.909459,0.185453,0.0,13.640243530273438,False,0.8468,0.0725,0.0471,0.0336,0.735,0.6,0.4713
29,MedicalMC,nsiac,1.93987,0.13125,0.4763,0.5942,0.72,0.72,4.46,0.6041,0.073,0.0011,1.1092,0.000126,1945.448,0.344642,0.911189,0.185469,0.0,13.534832954406738,False,0.8186,0.1388,0.0234,0.0192,0.73,0.6,0.4763
30,MedicalMC,nsiac,1.98299,0.12875,0.4875,0.6744,0.86,0.86,5.14,0.5733,0.1016,0.0033,1.4966,0.000131,1945.449,0.344816,0.911962,0.185475,0.0,13.885979652404785,False,0.8644,0.071,0.0557,0.0089,0.7325,0.5925,0.4875
