cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,sft_star,0.55905,0.0,0.3675,0.6807,0.86,0.86,5.76,0.3948,0.1231,0.1338,1.6174,2.7e-05,1640.691,0.10612,0.869058,0.003073,0.0,14.579994201660156,False,0.25,0.25,0.25,0.25,0.3675,0.0,0.0
2,GSM8K,sft_star,0.2814,0.0,0.4612,0.7576,0.9,0.9,6.7,0.3814,0.1147,0.1283,1.4718,3.6e-05,1640.691,0.105588,0.864366,0.003102,0.0,14.466629028320312,False,0.25,0.25,0.25,0.25,0.4612,0.0,0.0
3,GSM8K,sft_star,0.26203,0.0,0.5337,0.7903,0.94,0.94,7.44,0.3688,0.1211,0.1084,1.2113,4.3e-05,1640.691,0.106698,0.873136,0.003177,0.0,14.706992149353027,False,0.25,0.25,0.25,0.25,0.5337,0.0,0.0
4,GSM8K,sft_star,0.20016,0.0,0.5525,0.7993,0.96,0.96,7.58,0.3491,0.1134,0.1132,1.1702,5e-05,1640.691,0.107317,0.878008,0.003222,0.0,14.34404468536377,False,0.25,0.25,0.25,0.25,0.5525,0.0,0.0
5,GSM8K,sft_star,0.16513,0.0,0.535,0.7879,0.9,0.9,7.3,0.3495,0.1096,0.1078,1.1855,5.5e-05,1640.691,0.107749,0.881417,0.003251,0.0,14.540811538696289,False,0.25,0.25,0.25,0.25,0.535,0.0,0.0
6,GSM8K,sft_star,0.23176,0.0,0.575,0.7953,0.92,0.92,7.4,0.3229,0.1166,0.0997,1.0727,6.1e-05,1640.691,0.108206,0.88505,0.003279,0.0,14.696430206298828,False,0.25,0.25,0.25,0.25,0.575,0.0,0.0
7,GSM8K,sft_star,0.20246,0.0,0.5887,0.7916,0.94,0.94,7.66,0.3175,0.117,0.1059,1.0478,6.6e-05,1640.691,0.108573,0.887924,0.003309,0.0,14.254063606262207,False,0.25,0.25,0.25,0.25,0.5887,0.0,0.0
8,GSM8K,sft_star,0.18379,0.0,0.5887,0.8045,0.92,0.92,7.6,0.309,0.1232,0.1083,1.0373,7e-05,1640.691,0.108833,0.889963,0.003328,0.0,14.622259140014648,False,0.25,0.25,0.25,0.25,0.5887,0.0,0.0
9,GSM8K,sft_star,0.16139,0.0,0.585,0.7419,0.86,0.86,6.9,0.2864,0.1452,0.0732,0.9671,7.5e-05,1640.691,0.109013,0.891364,0.003343,0.0,14.518346786499023,False,0.25,0.25,0.25,0.25,0.585,0.0,0.0
10,GSM8K,sft_star,0.18583,0.0,0.5813,0.7737,0.9,0.9,7.52,0.3016,0.1373,0.0774,0.996,7.9e-05,1640.691,0.109245,0.893207,0.003358,0.0,14.439554214477539,False,0.25,0.25,0.25,0.25,0.5813,0.0,0.0
11,Code,sft_star,0.05131,0.00625,0.3075,0.622,0.8,0.8,4.58,0.6448,0.0921,0.0626,1.8157,8.7e-05,1640.691,0.111007,0.907542,0.003421,0.0,12.571717262268066,False,0.25,0.25,0.25,0.25,0.5875,0.3075,0.0
12,Code,sft_star,0.47203,-0.01375,0.3162,0.634,0.84,0.84,4.72,0.6357,0.0928,0.0642,1.8243,9.3e-05,1640.691,0.112221,0.917394,0.003468,0.0,12.652254104614258,False,0.25,0.25,0.25,0.25,0.5675,0.3162,0.0
13,Code,sft_star,0.61452,0.02125,0.3212,0.6347,0.78,0.78,4.58,0.6257,0.1005,0.0621,1.7387,0.0001,1640.691,0.112584,0.920279,0.00349,0.0,12.890270233154297,False,0.25,0.25,0.25,0.25,0.6025,0.3212,0.0
14,Code,sft_star,0.67294,0.02875,0.3237,0.6393,0.8,0.8,4.74,0.628,0.0889,0.0668,1.796,0.000106,1640.691,0.113177,0.925067,0.003517,0.0,12.397971153259277,False,0.25,0.25,0.25,0.25,0.61,0.3237,0.0
15,Code,sft_star,0.76643,0.04125,0.3325,0.6365,0.78,0.78,4.76,0.6268,0.0941,0.0656,1.8381,0.000112,1640.691,0.113606,0.928518,0.003538,0.0,13.062275886535645,False,0.25,0.25,0.25,0.25,0.6225,0.3325,0.0
16,Code,sft_star,0.75967,0.03875,0.33,0.6435,0.84,0.84,4.66,0.6201,0.0889,0.0642,1.8287,0.000118,1640.691,0.113736,0.92951,0.003551,0.0,12.821732521057129,False,0.25,0.25,0.25,0.25,0.62,0.33,0.0
17,Code,sft_star,0.4943,-0.01125,0.3088,0.6094,0.74,0.74,4.54,0.6179,0.0947,0.0711,1.8508,0.000124,1640.692,0.113887,0.930703,0.003562,0.0,13.254764556884766,False,0.25,0.25,0.25,0.25,0.57,0.3088,0.0
18,Code,sft_star,0.69316,0.00375,0.3162,0.6339,0.82,0.82,4.52,0.632,0.0815,0.0594,1.849,0.00013,1640.692,0.114062,0.932079,0.003575,0.0,12.875235557556152,False,0.25,0.25,0.25,0.25,0.585,0.3162,0.0
19,Code,sft_star,0.5793,-0.01625,0.3262,0.6462,0.82,0.82,4.56,0.605,0.0909,0.0765,1.8021,0.000136,1640.692,0.114378,0.934613,0.003591,0.0,11.838889122009277,False,0.25,0.25,0.25,0.25,0.565,0.3262,0.0
20,Code,sft_star,0.57419,-0.0125,0.3075,0.6141,0.84,0.84,4.24,0.623,0.0849,0.0701,1.8259,0.000142,1640.692,0.114481,0.935428,0.003598,0.0,12.989264488220215,False,0.25,0.25,0.25,0.25,0.5687,0.3075,0.0
21,MedicalMC,sft_star,0.68011,0.01,0.29,0.6685,0.98,0.98,4.6,0.5557,0.0589,0.2497,2.5026,0.000147,1640.692,0.115158,0.940918,0.003625,0.0,13.790215492248535,False,0.25,0.25,0.25,0.25,0.5825,0.3262,0.29
22,MedicalMC,sft_star,0.43647,-0.0025,0.3425,0.5561,0.8,0.8,5.3,0.2809,0.1056,0.513,2.5119,0.000151,1640.692,0.115289,0.941947,0.003634,0.0,13.297894477844238,False,0.25,0.25,0.25,0.25,0.6012,0.2825,0.3425
23,MedicalMC,sft_star,0.16946,-0.0075,0.355,0.5271,0.76,0.76,5.06,0.2014,0.1271,0.549,2.3693,0.000155,1640.692,0.11543,0.943078,0.003641,0.0,13.856523513793945,False,0.25,0.25,0.25,0.25,0.5763,0.2975,0.355
24,MedicalMC,sft_star,0.19736,-0.00937,0.3837,0.5187,0.68,0.68,5.74,0.181,0.1111,0.5695,2.2835,0.00016,1640.692,0.115556,0.944096,0.003648,0.0,13.662843704223633,False,0.25,0.25,0.25,0.25,0.5663,0.3038,0.3837
25,MedicalMC,sft_star,-0.05192,-0.01813,0.3575,0.5091,0.68,0.68,4.5,0.1956,0.1121,0.5333,1.723,0.000164,1640.693,0.115656,0.944877,0.003655,0.0,13.390480041503906,False,0.25,0.25,0.25,0.25,0.54,0.3125,0.3575
