cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,nsiac,0.67745,0.0,0.4975,0.7853,0.92,0.92,7.3,0.3769,0.143,0.1132,1.2455,1.7e-05,1945.442,0.164824,0.733386,0.005085,0.0,14.308849334716797,False,0.25,0.25,0.25,0.25,0.4975,0.0,0.0
2,GSM8K,nsiac,0.17299,0.0,0.52,0.7984,0.92,0.92,7.64,0.3494,0.1601,0.1274,1.1938,2.5e-05,1945.442,0.163889,0.72929,0.005037,0.0,14.395784378051758,False,0.25,0.25,0.25,0.25,0.52,0.0,0.0
3,GSM8K,nsiac,0.31065,0.0,0.6325,0.8615,0.96,0.96,9.54,0.3885,0.1517,0.0967,0.8664,2.8e-05,1945.442,0.180529,0.803348,0.005546,0.0,14.362534523010254,False,0.6139,0.1717,0.0135,0.2009,0.6325,0.0,0.0
4,GSM8K,nsiac,0.35947,0.0,0.755,0.9184,0.96,0.96,11.94,0.4208,0.1473,0.0804,0.6893,3.1e-05,1945.442,0.181308,0.806723,0.005596,0.0,14.447962760925293,False,0.6065,0.1758,0.014,0.2037,0.755,0.0,0.0
5,GSM8K,nsiac,0.15932,0.0,0.6488,0.8797,0.98,0.98,10.36,0.5212,0.108,0.0794,0.9898,3.6e-05,1945.442,0.182924,0.813811,0.005674,0.0,14.472189903259277,False,0.2724,0.1124,0.3126,0.3026,0.6488,0.0,0.0
6,GSM8K,nsiac,0.32617,0.0,0.645,0.8941,0.98,0.98,10.3,0.5632,0.1209,0.0486,1.0364,4.3e-05,1945.441,0.324741,0.822531,0.184886,0.0,14.466683387756348,False,0.2403,0.1588,0.386,0.2148,0.645,0.0,0.0
7,GSM8K,nsiac,0.35285,0.0,0.6388,0.8896,0.98,0.98,10.18,0.5813,0.1089,0.0433,1.0159,4.5e-05,1945.441,0.325196,0.824549,0.184902,0.0,14.515993118286133,False,0.648,0.2208,0.06,0.0712,0.6388,0.0,0.0
8,GSM8K,nsiac,0.23607,0.0,0.64,0.874,0.98,0.98,10.02,0.3877,0.1273,0.1043,0.9481,4.8e-05,1945.441,0.325592,0.826306,0.184915,0.0,13.979231834411621,False,0.2319,0.4388,0.1842,0.1451,0.64,0.0,0.0
9,GSM8K,nsiac,0.29176,0.0,0.7013,0.8892,0.96,0.96,11.08,0.3347,0.1573,0.1098,0.7275,5e-05,1945.441,0.326294,0.829402,0.184945,0.0,14.329066276550293,False,0.6476,0.2832,0.0124,0.0568,0.7013,0.0,0.0
10,GSM8K,nsiac,0.29498,0.0,0.7362,0.9054,0.98,0.98,11.56,0.368,0.1461,0.0966,0.6751,5.2e-05,1945.441,0.327404,0.834335,0.18498,0.0,13.889694213867188,False,0.6166,0.236,0.0304,0.117,0.7362,0.0,0.0
11,Code,nsiac,-0.44343,-0.0425,0.3575,0.7271,0.94,0.94,5.1,0.4973,0.0965,0.1313,1.6356,5.6e-05,1945.441,0.333967,0.863875,0.185088,0.0,13.0768404006958,False,0.7108,0.0949,0.045,0.1493,0.6937,0.3575,0.0
12,Code,nsiac,0.03276,-0.10125,0.3925,0.7698,0.94,0.94,5.76,0.4972,0.0842,0.116,1.5658,5.9e-05,1945.441,0.334383,0.865693,0.185109,0.0,12.886711120605469,False,0.9078,0.0206,0.0169,0.0548,0.635,0.3925,0.0
13,Code,nsiac,0.20357,-0.0725,0.4512,0.818,0.96,0.96,6.38,0.4921,0.0848,0.1213,1.4488,6.3e-05,1945.441,0.334778,0.867418,0.185131,0.0,12.634760856628418,False,0.7362,0.1188,0.0985,0.0464,0.6637,0.4512,0.0
14,Code,nsiac,0.09171,-0.06125,0.4288,0.7447,0.9,0.9,5.92,0.4786,0.0851,0.12,1.5447,6.5e-05,1945.441,0.335015,0.868431,0.18515,0.0,13.289106369018555,False,0.8269,0.1045,0.0466,0.022,0.675,0.4288,0.0
15,Code,nsiac,0.26541,-0.0375,0.44,0.773,0.94,0.94,5.9,0.4635,0.0927,0.1161,1.5161,6.7e-05,1945.441,0.335213,0.869272,0.185167,0.0,12.449748039245605,False,0.9335,0.0226,0.0151,0.0289,0.6987,0.44,0.0
16,Code,nsiac,0.23015,-0.03625,0.4225,0.7645,0.92,0.92,5.86,0.4662,0.083,0.1276,1.521,7e-05,1945.441,0.335411,0.870134,0.185178,0.0,13.135599136352539,False,0.9091,0.0663,0.0239,0.0008,0.7,0.4225,0.0
17,Code,nsiac,0.17447,-0.06125,0.4425,0.8063,0.94,0.94,5.86,0.4491,0.0875,0.1253,1.5939,7.3e-05,1945.441,0.335704,0.871431,0.185189,0.0,12.865551948547363,False,0.8223,0.0487,0.1172,0.0119,0.675,0.4425,0.0
18,Code,nsiac,0.3566,-0.03,0.455,0.8272,1.0,1.0,6.08,0.4617,0.0891,0.1148,1.4939,7.6e-05,1945.441,0.335902,0.872283,0.185204,0.0,12.73519229888916,False,0.8655,0.0483,0.0503,0.0359,0.7063,0.455,0.0
19,Code,nsiac,0.40523,-0.02125,0.455,0.7895,0.94,0.94,6.28,0.4677,0.0846,0.117,1.5546,7.8e-05,1945.441,0.336258,0.87385,0.18522,0.0,12.6196870803833,False,0.8696,0.0912,0.0216,0.0177,0.715,0.455,0.0
20,Code,nsiac,0.34873,-0.05375,0.4963,0.8416,0.98,0.98,6.78,0.4822,0.0967,0.1068,1.4821,8e-05,1945.441,0.336427,0.874595,0.185227,0.0,12.832181930541992,False,0.9207,0.0365,0.0369,0.0059,0.6825,0.4963,0.0
21,MedicalMC,nsiac,0.36269,-0.05437,0.4425,0.7717,0.94,0.94,5.86,0.7033,0.0585,0.0117,1.2282,8.3e-05,1945.441,0.337568,0.879731,0.185246,0.0,13.65337085723877,False,0.9307,0.0374,0.0175,0.0143,0.675,0.4487,0.4425
22,MedicalMC,nsiac,0.59899,-0.04312,0.4525,0.737,0.92,0.92,7.18,0.6829,0.0758,0.0196,0.8019,8.5e-05,1945.441,0.338181,0.882431,0.185272,0.0,13.2682466506958,False,0.9539,0.0104,0.0084,0.0273,0.6787,0.4675,0.4525
23,MedicalMC,nsiac,0.65408,-0.03187,0.4738,0.675,0.78,0.78,4.78,0.6466,0.1317,0.0016,0.5713,8.8e-05,1945.441,0.338929,0.885714,0.185308,0.0,13.463377952575684,False,0.8462,0.0688,0.0578,0.0272,0.6813,0.4875,0.4738
24,MedicalMC,nsiac,-0.61121,-0.0525,0.4412,0.5759,0.68,0.68,2.26,0.0589,0.2331,0.0221,0.3246,9e-05,1945.441,0.339086,0.886379,0.185322,0.0,13.212128639221191,False,0.8845,0.069,0.0315,0.0149,0.675,0.4525,0.4412
25,MedicalMC,nsiac,0.39287,-0.04063,0.5088,0.5967,0.66,0.66,6.86,0.4383,0.1874,0.0479,0.3378,9.2e-05,1945.441,0.339221,0.886982,0.185326,0.0,13.686566352844238,False,0.9546,0.0118,0.0115,0.0221,0.6787,0.4725,0.5088
26,MedicalMC,nsiac,0.06318,-0.03937,0.395,0.4693,0.52,0.52,3.48,0.6017,0.09,0.0205,0.2339,9.4e-05,1945.441,0.339435,0.887928,0.185334,0.0,13.607306480407715,False,0.9516,0.0296,0.0183,0.0006,0.6663,0.4875,0.395
27,MedicalMC,nsiac,0.56753,-0.04813,0.4437,0.5028,0.56,0.56,3.4,0.6021,0.1514,0.007,0.232,9.6e-05,1945.441,0.339624,0.888756,0.185343,0.0,13.923809051513672,False,0.8625,0.0272,0.1001,0.0102,0.6587,0.4775,0.4437
28,MedicalMC,nsiac,0.49082,-0.04625,0.43,0.6462,0.78,0.78,6.22,0.6567,0.0769,0.0012,2.1037,9.9e-05,1945.442,0.33981,0.889579,0.18535,0.0,13.728238105773926,False,0.9005,0.029,0.0411,0.0294,0.66,0.48,0.43
29,MedicalMC,nsiac,0.68265,-0.06312,0.475,0.5981,0.74,0.74,7.28,0.7239,0.0662,0.021,1.4004,0.000101,1945.442,0.340228,0.891434,0.185364,0.0,13.580526351928711,False,0.92,0.055,0.0137,0.0113,0.6613,0.445,0.475
30,MedicalMC,nsiac,0.72576,-0.03563,0.4387,0.617,0.84,0.84,6.86,0.7988,0.0352,0.0045,1.6375,0.000103,1945.442,0.340502,0.892662,0.185371,0.0,13.916215896606445,False,0.9462,0.0222,0.0273,0.0044,0.69,0.4713,0.4387
