cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,nsiac,0.76013,0.0,0.4938,0.7902,0.92,0.92,7.84,0.5221,0.0969,0.0856,1.4618,1.4e-05,1640.691,0.098237,0.804232,0.00288,0.0,14.484692573547363,False,0.25,0.25,0.25,0.25,0.4938,0.0,0.0
2,GSM8K,nsiac,0.24295,0.0,0.5088,0.7814,0.9,0.9,7.98,0.4647,0.0971,0.098,1.339,2e-05,1640.691,0.096657,0.791415,0.002818,0.0,14.301837921142578,False,0.25,0.25,0.25,0.25,0.5088,0.0,0.0
3,GSM8K,nsiac,0.26868,0.0,0.5513,0.8197,0.94,0.94,8.62,0.4334,0.0968,0.0917,1.1907,2.3e-05,1640.691,0.106774,0.874635,0.003061,0.0,14.34048843383789,False,0.623,0.1792,0.0194,0.1783,0.5513,0.0,0.0
4,GSM8K,nsiac,0.20016,0.0,0.5387,0.7893,0.94,0.94,8.18,0.41,0.1005,0.0927,1.1888,2.5e-05,1640.691,0.107914,0.883863,0.003109,0.0,14.055737495422363,False,0.6223,0.1798,0.0188,0.179,0.5387,0.0,0.0
5,GSM8K,nsiac,0.22333,0.0,0.53,0.7891,0.92,0.92,8.24,0.4225,0.0983,0.0869,1.1807,3e-05,1640.691,0.131712,0.891217,0.029127,0.0,13.915372848510742,False,0.2677,0.1014,0.3494,0.2815,0.53,0.0,0.0
6,GSM8K,nsiac,0.191,0.0,0.4537,0.7358,0.88,0.88,7.2,0.4951,0.0959,0.0912,1.4831,3.6e-05,1640.69,0.196684,0.896516,0.10216,0.0,13.604361534118652,False,0.2209,0.1441,0.4195,0.2154,0.4537,0.0,0.0
7,GSM8K,nsiac,0.41418,0.0,0.5475,0.8111,0.94,0.94,8.58,0.4577,0.1019,0.0827,1.2586,3.8e-05,1640.691,0.200828,0.929932,0.10235,0.0,14.222304344177246,False,0.6589,0.1932,0.0551,0.0928,0.5475,0.0,0.0
8,GSM8K,nsiac,0.19969,0.0,0.4675,0.7779,0.94,0.94,7.38,0.492,0.1004,0.0895,1.4431,4e-05,1640.69,0.20103,0.931563,0.102359,0.0,14.24837589263916,False,0.2266,0.3428,0.188,0.2425,0.4675,0.0,0.0
9,GSM8K,nsiac,0.37537,0.0,0.495,0.7906,0.96,0.96,7.86,0.4859,0.0971,0.0886,1.3354,4.2e-05,1640.69,0.201202,0.932946,0.102367,0.0,13.982272148132324,False,0.2025,0.1028,0.0994,0.5953,0.495,0.0,0.0
10,GSM8K,nsiac,0.42752,0.0,0.5525,0.8321,0.96,0.96,8.68,0.4667,0.1011,0.0843,1.2194,4.5e-05,1640.691,0.201607,0.9362,0.102388,0.0,13.36281967163086,False,0.6453,0.1733,0.0351,0.1462,0.5525,0.0,0.0
11,Code,nsiac,0.14416,0.00125,0.3438,0.6634,0.8,0.8,4.98,0.6565,0.097,0.0524,1.8589,4.9e-05,1640.691,0.202107,0.940268,0.102406,0.0,13.110149383544922,False,0.6091,0.1725,0.05,0.1683,0.5537,0.3438,0.0
12,Code,nsiac,0.69448,0.0475,0.3362,0.6293,0.8,0.8,4.8,0.6604,0.0887,0.0577,1.796,5.3e-05,1640.691,0.202425,0.942853,0.102418,0.0,12.712867736816406,False,0.8506,0.0644,0.0198,0.0652,0.6,0.3362,0.0
13,Code,nsiac,0.73779,0.05,0.3337,0.6341,0.82,0.82,4.74,0.6506,0.085,0.0571,1.8182,5.7e-05,1640.691,0.202701,0.945056,0.102434,0.0,12.83266544342041,False,0.5869,0.2405,0.1168,0.0558,0.6025,0.3337,0.0
14,Code,nsiac,0.82114,0.05125,0.3513,0.662,0.84,0.84,4.96,0.6569,0.0895,0.0473,1.7594,6.1e-05,1640.691,0.202929,0.946888,0.102445,0.0,13.223631858825684,False,0.7023,0.1467,0.098,0.0529,0.6038,0.3513,0.0
