cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.69252,0.0,0.4125,0.7292,0.85,0.85,6.6,0.5512,0.0952,0.0889,1.638,1.2e-05,1640.691,0.097907,0.801571,0.002865,0.0,14.399409294128418,False,0.25,0.25,0.25,0.25,0.4125,0.0,0.0
2,GSM8K,fixed_grpo,0.23433,0.0,0.4219,0.7262,0.875,0.875,6.6,0.4659,0.1077,0.1101,1.5618,1.8e-05,1640.691,0.096663,0.791492,0.002815,0.0,14.131950378417969,False,0.25,0.25,0.25,0.25,0.4219,0.0,0.0
3,GSM8K,fixed_grpo,0.27268,0.0,0.4203,0.7534,0.95,0.95,6.7,0.5346,0.1013,0.0876,1.6579,2.1e-05,1640.691,0.098716,0.807922,0.002925,0.0,14.042388916015625,False,0.25,0.25,0.25,0.25,0.4203,0.0,0.0
4,GSM8K,fixed_grpo,0.25331,0.0,0.3922,0.7595,0.925,0.925,6.175,0.5334,0.0955,0.0958,1.708,2.5e-05,1640.691,0.099655,0.815421,0.002979,0.0,13.11440372467041,False,0.25,0.25,0.25,0.25,0.3922,0.0,0.0
5,GSM8K,fixed_grpo,0.35884,0.0,0.4344,0.7566,0.925,0.925,6.95,0.5373,0.0912,0.0936,1.55,2.8e-05,1640.691,0.100499,0.822225,0.003017,0.0,13.458368301391602,False,0.25,0.25,0.25,0.25,0.4344,0.0,0.0
6,Code,fixed_grpo,0.45433,0.07031,0.3453,0.6377,0.775,0.775,5.05,0.6457,0.1042,0.0595,1.7196,3.6e-05,1640.691,0.105364,0.861989,0.003168,0.0,12.309651374816895,False,0.25,0.25,0.25,0.25,0.5047,0.3453,0.0
7,Code,fixed_grpo,0.61431,0.07187,0.3484,0.6333,0.8,0.8,4.925,0.6542,0.1092,0.0483,1.7229,4.4e-05,1640.691,0.10614,0.868203,0.00321,0.0,12.340134620666504,False,0.25,0.25,0.25,0.25,0.5062,0.3484,0.0
8,Code,fixed_grpo,0.61564,0.06875,0.3391,0.649,0.825,0.825,4.975,0.6534,0.1046,0.0586,1.7498,4.8e-05,1640.691,0.106416,0.870233,0.003249,0.0,13.339152336120605,False,0.25,0.25,0.25,0.25,0.5031,0.3391,0.0
9,Code,fixed_grpo,0.63453,0.08906,0.2922,0.5994,0.775,0.775,4.325,0.6306,0.1035,0.067,1.6984,5.1e-05,1640.691,0.106666,0.872165,0.003272,0.0,12.362574577331543,False,0.25,0.25,0.25,0.25,0.5234,0.2922,0.0
10,Code,fixed_grpo,0.70228,0.04531,0.3484,0.6424,0.8,0.8,5.0,0.646,0.1019,0.0558,1.8099,5.5e-05,1640.691,0.106915,0.874158,0.003285,0.0,12.911345481872559,False,0.25,0.25,0.25,0.25,0.4797,0.3484,0.0
11,MedicalMC,fixed_grpo,0.50856,-0.00391,0.3219,0.6847,0.95,0.95,5.15,0.766,0.0703,0.1169,2.5361,6e-05,1640.691,0.108181,0.884483,0.003328,0.0,13.352784156799316,False,0.25,0.25,0.25,0.25,0.4453,0.3297,0.3219
12,MedicalMC,fixed_grpo,0.6155,0.01406,0.2922,0.6317,0.9,0.9,4.675,0.7858,0.0629,0.1001,2.4259,6.5e-05,1640.691,0.108829,0.889764,0.00335,0.0,13.553943634033203,False,0.25,0.25,0.25,0.25,0.4641,0.3469,0.2922
13,MedicalMC,fixed_grpo,0.58518,0.0,0.2797,0.6529,0.95,0.95,4.475,0.7539,0.0571,0.1238,2.4977,6.8e-05,1640.691,0.109127,0.892067,0.003378,0.0,13.58169937133789,False,0.25,0.25,0.25,0.25,0.4531,0.3297,0.2797
14,MedicalMC,fixed_grpo,0.72798,0.00625,0.3031,0.6541,0.925,0.925,4.85,0.7722,0.0685,0.1032,2.4408,7.1e-05,1640.691,0.109362,0.893919,0.003394,0.0,13.222710609436035,False,0.25,0.25,0.25,0.25,0.4516,0.3438,0.3031
15,MedicalMC,fixed_grpo,0.77815,0.01094,0.3172,0.6431,0.925,0.925,5.075,0.7834,0.0548,0.0989,2.3664,7.4e-05,1640.691,0.109561,0.895506,0.003405,0.0,13.983538627624512,False,0.25,0.25,0.25,0.25,0.4547,0.35,0.3172
