cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.63825,0.0,0.3937,0.7161,0.9,0.9,6.3,0.4867,0.1039,0.1016,1.7031,1.2e-05,1640.691,0.097882,0.801377,0.002863,0.0,14.39272403717041,False,0.25,0.25,0.25,0.25,0.3937,0.0,0.0
2,GSM8K,fixed_grpo,0.34142,0.0,0.4734,0.7704,0.925,0.925,7.575,0.5169,0.1013,0.0773,1.4762,1.8e-05,1640.691,0.096367,0.789074,0.002805,0.0,14.144742012023926,False,0.25,0.25,0.25,0.25,0.4734,0.0,0.0
3,GSM8K,fixed_grpo,0.26264,0.0,0.4906,0.7744,0.975,0.975,7.725,0.4822,0.1114,0.0925,1.3795,2.1e-05,1640.691,0.098381,0.805149,0.00292,0.0,14.203788757324219,False,0.25,0.25,0.25,0.25,0.4906,0.0,0.0
4,GSM8K,fixed_grpo,0.25349,0.0,0.4906,0.7827,0.925,0.925,7.775,0.4802,0.1096,0.0901,1.3964,2.5e-05,1640.691,0.099257,0.812128,0.002972,0.0,13.648796081542969,False,0.25,0.25,0.25,0.25,0.4906,0.0,0.0
5,GSM8K,fixed_grpo,0.23036,0.0,0.45,0.7697,0.925,0.925,7.2,0.5031,0.0994,0.0939,1.5708,2.8e-05,1640.691,0.099993,0.818034,0.003009,0.0,13.079221725463867,False,0.25,0.25,0.25,0.25,0.45,0.0,0.0
6,Code,fixed_grpo,0.61515,0.14219,0.3297,0.619,0.75,0.75,4.95,0.6498,0.0981,0.0641,1.6853,3.6e-05,1640.691,0.105913,0.866524,0.00318,0.0,12.407368659973145,False,0.25,0.25,0.25,0.25,0.5922,0.3297,0.0
7,Code,fixed_grpo,0.78303,0.12344,0.3406,0.6224,0.775,0.775,4.95,0.6587,0.0947,0.0529,1.8226,4.1e-05,1640.691,0.106585,0.871803,0.00323,0.0,12.193675994873047,False,0.25,0.25,0.25,0.25,0.5734,0.3406,0.0
8,Code,fixed_grpo,0.6718,0.09375,0.3109,0.581,0.775,0.775,4.45,0.6683,0.1041,0.0554,1.7949,4.5e-05,1640.691,0.106976,0.874879,0.003257,0.0,13.317159652709961,False,0.25,0.25,0.25,0.25,0.5437,0.3109,0.0
9,Code,fixed_grpo,0.91685,0.14531,0.3203,0.6233,0.8,0.8,4.65,0.6496,0.1028,0.0598,1.7962,4.9e-05,1640.691,0.107306,0.877485,0.00328,0.0,12.669218063354492,False,0.25,0.25,0.25,0.25,0.5953,0.3203,0.0
10,Code,fixed_grpo,0.96305,0.14062,0.3375,0.6256,0.8,0.8,4.925,0.6536,0.1001,0.0563,1.8569,5.3e-05,1640.691,0.107544,0.879368,0.003296,0.0,13.026135444641113,False,0.25,0.25,0.25,0.25,0.5906,0.3375,0.0
11,MedicalMC,fixed_grpo,0.74052,0.05547,0.3328,0.63,0.875,0.875,5.325,0.7471,0.0776,0.1124,2.2197,5.8e-05,1640.691,0.108875,0.890206,0.003342,0.0,13.339031219482422,False,0.25,0.25,0.25,0.25,0.5797,0.3187,0.3328
12,MedicalMC,fixed_grpo,0.77862,0.07891,0.2875,0.6453,0.95,0.95,4.6,0.7319,0.0677,0.1392,2.4312,6.3e-05,1640.691,0.109415,0.894573,0.003366,0.0,13.559690475463867,False,0.25,0.25,0.25,0.25,0.6234,0.3219,0.2875
13,MedicalMC,fixed_grpo,0.96909,0.10312,0.2844,0.6611,0.925,0.925,4.55,0.7013,0.0821,0.1679,2.4951,6.6e-05,1640.691,0.10976,0.897274,0.003393,0.0,13.621013641357422,False,0.25,0.25,0.25,0.25,0.6234,0.3703,0.2844
14,MedicalMC,fixed_grpo,1.06602,0.08906,0.3063,0.6419,0.9,0.9,4.9,0.7666,0.081,0.1185,2.3778,6.9e-05,1640.691,0.110033,0.899442,0.00341,0.0,13.268499374389648,False,0.25,0.25,0.25,0.25,0.6172,0.3484,0.3063
15,MedicalMC,fixed_grpo,1.04219,0.09609,0.2719,0.6513,0.9,0.9,4.35,0.7865,0.0795,0.1002,2.4466,7.2e-05,1640.691,0.11023,0.900997,0.003424,0.0,13.982551574707031,False,0.25,0.25,0.25,0.25,0.6031,0.3766,0.2719
