cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.74075,0.0,0.4688,0.7525,0.9,0.9,7.425,0.5342,0.0975,0.0858,1.5087,1.2e-05,1640.691,0.097664,0.79963,0.002851,0.0,14.210651397705078,False,0.25,0.25,0.25,0.25,0.4688,0.0,0.0
2,GSM8K,fixed_grpo,0.06308,0.0,0.3031,0.6345,0.8,0.8,4.8,0.5045,0.109,0.1128,1.8428,1.7e-05,1640.691,0.096656,0.791442,0.002813,0.0,13.55180835723877,False,0.25,0.25,0.25,0.25,0.3031,0.0,0.0
3,GSM8K,fixed_grpo,0.40445,0.0,0.4078,0.7557,0.875,0.875,6.5,0.5476,0.0932,0.0936,1.6454,2.1e-05,1640.691,0.098723,0.808007,0.002921,0.0,13.7374906539917,False,0.25,0.25,0.25,0.25,0.4078,0.0,0.0
4,GSM8K,fixed_grpo,0.29369,0.0,0.4141,0.7372,0.9,0.9,6.625,0.5346,0.1022,0.0987,1.6202,2.5e-05,1640.691,0.099752,0.81625,0.002977,0.0,13.690351486206055,False,0.25,0.25,0.25,0.25,0.4141,0.0,0.0
5,GSM8K,fixed_grpo,0.23529,0.0,0.3734,0.6888,0.85,0.85,5.975,0.5152,0.1025,0.102,1.7123,2.7e-05,1640.691,0.10042,0.821558,0.003018,0.0,13.983431816101074,False,0.25,0.25,0.25,0.25,0.3734,0.0,0.0
6,Code,fixed_grpo,0.51905,0.09219,0.275,0.5743,0.775,0.775,4.075,0.6673,0.0934,0.065,1.8195,3.6e-05,1640.691,0.105701,0.864785,0.003173,0.0,12.787590980529785,False,0.25,0.25,0.25,0.25,0.4656,0.275,0.0
7,Code,fixed_grpo,0.81141,0.12344,0.3031,0.5881,0.775,0.775,4.55,0.6689,0.0961,0.0584,1.7912,4.3e-05,1640.691,0.106417,0.870468,0.003219,0.0,13.510517120361328,False,0.25,0.25,0.25,0.25,0.4969,0.3031,0.0
8,Code,fixed_grpo,0.8003,0.12031,0.3063,0.5959,0.775,0.775,4.525,0.6653,0.0966,0.0609,1.8236,4.7e-05,1640.691,0.106745,0.87298,0.003252,0.0,13.280864715576172,False,0.25,0.25,0.25,0.25,0.4938,0.3063,0.0
9,Code,fixed_grpo,0.78698,0.10156,0.3172,0.6341,0.875,0.875,4.7,0.6558,0.0895,0.0606,1.7062,5.1e-05,1640.691,0.107028,0.875171,0.003278,0.0,13.770121574401855,False,0.25,0.25,0.25,0.25,0.475,0.3172,0.0
10,Code,fixed_grpo,0.74589,0.07812,0.3219,0.6149,0.8,0.8,4.75,0.6731,0.0971,0.0536,1.7655,5.5e-05,1640.691,0.107229,0.876758,0.003291,0.0,13.079802513122559,False,0.25,0.25,0.25,0.25,0.4516,0.3219,0.0
11,MedicalMC,fixed_grpo,0.71571,0.05547,0.2922,0.6658,1.0,1.0,4.675,0.7533,0.0589,0.11,2.4397,6e-05,1640.691,0.108901,0.890415,0.003344,0.0,13.332818031311035,False,0.25,0.25,0.25,0.25,0.4766,0.3297,0.2922
12,MedicalMC,fixed_grpo,0.70878,0.025,0.3187,0.7182,0.975,0.975,5.1,0.7126,0.0477,0.1314,2.5238,6.5e-05,1640.691,0.109407,0.894503,0.003366,0.0,13.705257415771484,False,0.25,0.25,0.25,0.25,0.4219,0.3234,0.3187
13,MedicalMC,fixed_grpo,0.65592,0.04141,0.2625,0.6625,0.975,0.975,4.2,0.7339,0.063,0.1374,2.5857,6.8e-05,1640.691,0.109607,0.895992,0.003392,0.0,13.734457969665527,False,0.25,0.25,0.25,0.25,0.4203,0.3578,0.2625
14,MedicalMC,fixed_grpo,0.85238,0.02969,0.3297,0.7339,0.975,0.975,5.275,0.6954,0.0666,0.1502,2.5722,7.1e-05,1640.691,0.109836,0.89781,0.003407,0.0,13.965726852416992,False,0.25,0.25,0.25,0.25,0.4391,0.3156,0.3297
15,MedicalMC,fixed_grpo,0.85012,0.05312,0.2875,0.6777,0.95,0.95,4.6,0.7802,0.0423,0.0456,2.3351,7.3e-05,1640.691,0.110013,0.899199,0.00342,0.0,13.332834243774414,False,0.25,0.25,0.25,0.25,0.4281,0.3734,0.2875
