cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.66854,0.0,0.3891,0.7321,0.85,0.85,6.225,0.549,0.0904,0.096,1.7039,1.3e-05,1640.691,0.0,13.853814125061035,False,0.25,0.25,0.25,0.25,0.3891,0.0,0.0
2,GSM8K,fixed_grpo,0.20977,0.0,0.4016,0.7266,0.875,0.875,6.425,0.4836,0.2475,0.0617,1.6867,1.7e-05,1640.691,0.0,14.019204139709473,False,0.25,0.25,0.25,0.25,0.4016,0.0,0.0
3,GSM8K,fixed_grpo,0.31474,0.0,0.4141,0.7233,0.875,0.875,6.6,0.5794,0.0994,0.0825,1.6091,2.1e-05,1640.691,0.0,13.945061683654785,False,0.25,0.25,0.25,0.25,0.4141,0.0,0.0
4,GSM8K,fixed_grpo,0.30291,0.0,0.4047,0.7135,0.825,0.825,6.45,0.5829,0.1009,0.0774,1.6694,2.4e-05,1640.691,0.0,13.477165222167969,False,0.25,0.25,0.25,0.25,0.4047,0.0,0.0
5,GSM8K,fixed_grpo,0.34466,0.0,0.4453,0.7652,0.9,0.9,7.125,0.5284,0.111,0.0931,1.5429,2.7e-05,1640.691,0.0,13.302546501159668,False,0.25,0.25,0.25,0.25,0.4453,0.0,0.0
6,Code,fixed_grpo,0.20627,0.01562,0.2594,0.5476,0.725,0.725,3.875,0.6986,0.1006,0.0593,1.774,3.6e-05,1640.691,0.0,13.428604125976562,False,0.25,0.25,0.25,0.25,0.4609,0.2594,0.0
7,Code,fixed_grpo,0.79335,0.1125,0.2656,0.5729,0.775,0.775,4.1,0.7401,0.0939,0.0413,1.7937,4.5e-05,1640.691,0.0,12.600007057189941,False,0.25,0.25,0.25,0.25,0.5578,0.2656,0.0
8,Code,fixed_grpo,0.59688,0.05781,0.2172,0.491,0.725,0.725,3.35,0.7628,0.0869,0.0482,1.8231,5e-05,1640.691,0.0,12.199911117553711,False,0.25,0.25,0.25,0.25,0.5031,0.2172,0.0
9,Code,fixed_grpo,0.82751,0.1,0.2031,0.4818,0.775,0.775,3.2,0.7854,0.0818,0.0402,1.8654,5.4e-05,1640.691,0.0,11.993879318237305,False,0.25,0.25,0.25,0.25,0.5453,0.2031,0.0
10,Code,fixed_grpo,0.85343,0.09219,0.1953,0.4328,0.65,0.65,3.05,0.797,0.0882,0.0346,1.8878,5.8e-05,1640.691,0.0,13.10869312286377,False,0.25,0.25,0.25,0.25,0.5375,0.1953,0.0
11,MedicalMC,fixed_grpo,0.95462,0.04922,0.2953,0.6809,1.0,1.0,4.325,0.855,0.1303,0.0195,1.9816,6.2e-05,1640.691,0.0,13.67503547668457,False,0.25,0.25,0.25,0.25,0.5047,0.2344,0.2953
12,MedicalMC,fixed_grpo,1.14835,0.12031,0.3031,0.6499,0.9,0.9,4.8,0.8906,0.0469,0.0262,2.051,6.7e-05,1640.691,0.0,13.823222160339355,False,0.25,0.25,0.25,0.25,0.5656,0.3156,0.3031
13,MedicalMC,fixed_grpo,1.38819,0.16875,0.3375,0.7554,0.95,0.95,5.375,0.8273,0.052,0.0744,2.4818,7.1e-05,1640.691,0.0,13.647604942321777,False,0.25,0.25,0.25,0.25,0.6016,0.3766,0.3375
14,MedicalMC,fixed_grpo,1.24777,0.15547,0.2984,0.672,0.925,0.925,4.775,0.8309,0.0588,0.0837,2.4437,7.4e-05,1640.691,0.0,13.578351020812988,False,0.25,0.25,0.25,0.25,0.5734,0.3781,0.2984
15,MedicalMC,fixed_grpo,1.37812,0.15937,0.2922,0.6459,0.925,0.925,4.675,0.8198,0.0763,0.0914,2.5031,7.6e-05,1640.691,0.0,13.558083534240723,False,0.25,0.25,0.25,0.25,0.5906,0.3688,0.2922
