cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.65424,0.0,0.4031,0.7361,0.875,0.875,6.375,0.4997,0.1052,0.1113,1.5777,1.2e-05,1640.691,0.097925,0.80171,0.002866,0.0,13.631383895874023,False,0.25,0.25,0.25,0.25,0.4031,0.0,0.0
2,GSM8K,fixed_grpo,0.14816,0.0,0.3766,0.6917,0.85,0.85,5.75,0.3925,0.1363,0.1397,1.5917,1.8e-05,1640.691,0.096736,0.792014,0.002827,0.0,12.953986167907715,False,0.25,0.25,0.25,0.25,0.3766,0.0,0.0
3,GSM8K,fixed_grpo,0.26273,0.0,0.4281,0.7459,0.925,0.925,6.575,0.4152,0.1228,0.1345,1.4614,2.2e-05,1640.691,0.09848,0.805944,0.002925,0.0,13.839743614196777,False,0.25,0.25,0.25,0.25,0.4281,0.0,0.0
4,GSM8K,fixed_grpo,0.17834,0.0,0.4016,0.7089,0.9,0.9,6.1,0.4132,0.1258,0.1302,1.4777,2.5e-05,1640.691,0.099287,0.812342,0.002977,0.0,13.393473625183105,False,0.25,0.25,0.25,0.25,0.4016,0.0,0.0
5,GSM8K,fixed_grpo,0.27361,0.0,0.4219,0.7142,0.875,0.875,6.65,0.4515,0.1184,0.118,1.4081,2.8e-05,1640.691,0.099941,0.817571,0.003013,0.0,13.5676851272583,False,0.25,0.25,0.25,0.25,0.4219,0.0,0.0
6,Code,fixed_grpo,0.35505,0.03437,0.325,0.6263,0.825,0.825,4.8,0.6522,0.1039,0.0582,1.8067,3.7e-05,1640.691,0.105485,0.863007,0.003169,0.0,13.755378723144531,False,0.25,0.25,0.25,0.25,0.4562,0.325,0.0
7,Code,fixed_grpo,0.55656,0.05781,0.3125,0.6101,0.75,0.75,4.35,0.6511,0.1013,0.0561,1.8596,4.4e-05,1640.691,0.106162,0.868367,0.003213,0.0,13.200570106506348,False,0.25,0.25,0.25,0.25,0.4797,0.3125,0.0
8,Code,fixed_grpo,0.6257,0.07656,0.2938,0.6002,0.775,0.775,4.325,0.645,0.0977,0.0613,1.9122,4.8e-05,1640.691,0.10646,0.87061,0.003249,0.0,12.965965270996094,False,0.25,0.25,0.25,0.25,0.4984,0.2938,0.0
9,Code,fixed_grpo,0.54646,0.02969,0.3031,0.5991,0.75,0.75,4.475,0.6466,0.1071,0.0598,1.827,5.2e-05,1640.691,0.106673,0.872242,0.00327,0.0,12.436944007873535,False,0.25,0.25,0.25,0.25,0.4516,0.3031,0.0
10,Code,fixed_grpo,0.58395,0.03906,0.3,0.6076,0.75,0.75,4.3,0.6454,0.1003,0.0577,1.8242,5.6e-05,1640.691,0.10692,0.874207,0.003285,0.0,13.461021423339844,False,0.25,0.25,0.25,0.25,0.4609,0.3,0.0
11,MedicalMC,fixed_grpo,0.64895,0.02031,0.3016,0.6877,0.925,0.925,4.825,0.758,0.0597,0.1183,2.6159,6.1e-05,1640.691,0.108139,0.884148,0.003326,0.0,13.79151439666748,False,0.25,0.25,0.25,0.25,0.4703,0.2922,0.3016
12,MedicalMC,fixed_grpo,0.79985,0.05703,0.3281,0.6862,0.925,0.925,5.25,0.6853,0.0752,0.1622,2.5206,6.6e-05,1640.691,0.108668,0.888427,0.003348,0.0,13.935406684875488,False,0.25,0.25,0.25,0.25,0.5,0.3359,0.3281
13,MedicalMC,fixed_grpo,0.64753,0.0375,0.2891,0.6712,0.975,0.975,4.625,0.6971,0.0605,0.1448,2.5263,6.9e-05,1640.691,0.108975,0.890813,0.003374,0.0,13.63278865814209,False,0.25,0.25,0.25,0.25,0.475,0.3219,0.2891
14,MedicalMC,fixed_grpo,0.666,0.02109,0.2766,0.6774,0.975,0.975,4.425,0.6983,0.0567,0.1459,2.4201,7.2e-05,1640.691,0.10918,0.892416,0.00339,0.0,13.59512996673584,False,0.25,0.25,0.25,0.25,0.4578,0.3063,0.2766
15,MedicalMC,fixed_grpo,0.85217,0.02734,0.2703,0.675,0.975,0.975,4.225,0.8219,0.04,0.038,2.1493,7.4e-05,1640.691,0.109352,0.893761,0.003405,0.0,13.674839973449707,False,0.25,0.25,0.25,0.25,0.4484,0.3281,0.2703
