cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.69662,0.0,0.4141,0.7483,0.85,0.85,6.6,0.5568,0.0964,0.0848,1.6018,1.2e-05,1640.691,0.0,14.146692276000977,False,0.25,0.25,0.25,0.25,0.4141,0.0,0.0
2,GSM8K,fixed_grpo,0.20981,0.0,0.3719,0.7092,0.9,0.9,5.9,0.5247,0.104,0.1059,1.6863,1.8e-05,1640.691,0.0,13.47498893737793,False,0.25,0.25,0.25,0.25,0.3719,0.0,0.0
3,GSM8K,fixed_grpo,0.24129,0.0,0.3703,0.722,0.9,0.9,5.875,0.4817,0.1061,0.1219,1.697,2.1e-05,1640.691,0.0,13.815245628356934,False,0.25,0.25,0.25,0.25,0.3703,0.0,0.0
4,GSM8K,fixed_grpo,0.27043,0.0,0.3781,0.6985,0.875,0.875,6.0,0.4961,0.1134,0.1193,1.6899,2.5e-05,1640.691,0.0,13.657837867736816,False,0.25,0.25,0.25,0.25,0.3781,0.0,0.0
5,GSM8K,fixed_grpo,0.28152,0.0,0.3812,0.6972,0.925,0.925,6.05,0.5009,0.1092,0.1116,1.5681,2.8e-05,1640.691,0.0,13.81303596496582,False,0.25,0.25,0.25,0.25,0.3812,0.0,0.0
6,Code,fixed_grpo,0.49006,0.06563,0.2922,0.5792,0.775,0.775,4.6,0.7171,0.093,0.0466,1.8359,3.7e-05,1640.691,0.0,12.478531837463379,False,0.25,0.25,0.25,0.25,0.4469,0.2922,0.0
7,Code,fixed_grpo,0.50294,0.02813,0.2594,0.5494,0.75,0.75,4.0,0.7502,0.0891,0.0434,1.8561,4.5e-05,1640.691,0.0,13.165817260742188,False,0.25,0.25,0.25,0.25,0.4094,0.2594,0.0
8,Code,fixed_grpo,0.64294,0.07188,0.2094,0.4582,0.7,0.7,3.25,0.7715,0.0886,0.0411,1.8487,5.1e-05,1640.691,0.0,12.907853126525879,False,0.25,0.25,0.25,0.25,0.4531,0.2094,0.0
9,Code,fixed_grpo,0.71648,0.05938,0.2078,0.4603,0.675,0.675,3.2,0.7887,0.0911,0.0356,1.8111,5.5e-05,1640.691,0.0,13.320576667785645,False,0.25,0.25,0.25,0.25,0.4406,0.2078,0.0
10,Code,fixed_grpo,0.79833,0.06875,0.2094,0.4886,0.725,0.725,3.225,0.805,0.0808,0.0359,1.7885,6e-05,1640.691,0.0,12.638665199279785,False,0.25,0.25,0.25,0.25,0.45,0.2094,0.0
11,MedicalMC,fixed_grpo,0.8353,0.02734,0.2891,0.6774,0.9,0.9,4.625,0.8061,0.0478,0.0917,2.2014,6.3e-05,1640.691,0.0,13.277900695800781,False,0.25,0.25,0.25,0.25,0.4031,0.2422,0.2891
12,MedicalMC,fixed_grpo,0.85458,0.07266,0.2812,0.6435,0.925,0.925,4.5,0.7751,0.0514,0.1164,2.3484,6.9e-05,1640.691,0.0,13.721516609191895,False,0.25,0.25,0.25,0.25,0.4078,0.3281,0.2812
13,MedicalMC,fixed_grpo,0.96921,0.11406,0.2391,0.6331,0.975,0.975,3.775,0.7425,0.0398,0.1144,2.2394,7.4e-05,1640.691,0.0,13.726502418518066,False,0.25,0.25,0.25,0.25,0.4172,0.4016,0.2391
14,MedicalMC,fixed_grpo,1.02949,0.09766,0.2203,0.5982,0.975,0.975,3.5,0.7925,0.0385,0.0427,2.2028,7.7e-05,1640.691,0.0,13.879786491394043,False,0.25,0.25,0.25,0.25,0.3641,0.4219,0.2203
15,MedicalMC,fixed_grpo,1.25085,0.1,0.2859,0.7184,0.975,0.975,4.55,0.7893,0.1015,0.0489,2.353,7.9e-05,1640.691,0.0,13.259150505065918,False,0.25,0.25,0.25,0.25,0.4078,0.3828,0.2859
