cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,changed_frac,changed_frac_small,changed_frac_large,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.63936,0.0,0.3344,0.6681,0.85,0.85,5.35,0.6043,0.0928,0.0947,1.8758,1.3e-05,1640.691,0.098928,0.810043,0.002879,0.0,12.922185897827148,False,0.25,0.25,0.25,0.25,0.3344,0.0,0.0
2,GSM8K,fixed_grpo,0.21927,0.0,0.2219,0.5394,0.825,0.825,3.55,0.684,0.0853,0.0825,2.1276,1.8e-05,1640.691,0.098513,0.806809,0.002846,0.0,13.259678840637207,False,0.25,0.25,0.25,0.25,0.2219,0.0,0.0
3,GSM8K,fixed_grpo,0.34526,0.0,0.1781,0.4794,0.75,0.75,2.85,0.7543,0.0725,0.0743,2.2596,2.3e-05,1640.691,0.101502,0.830956,0.002976,0.0,13.641216278076172,False,0.25,0.25,0.25,0.25,0.1781,0.0,0.0
4,GSM8K,fixed_grpo,0.32055,0.0,0.0516,0.173,0.4,0.4,0.825,0.8788,0.0741,0.039,2.287,2.7e-05,1640.691,0.103877,0.850313,0.003058,0.0,13.864810943603516,False,0.25,0.25,0.25,0.25,0.0516,0.0,0.0
5,GSM8K,fixed_grpo,0.51906,0.0,0.0141,0.0538,0.175,0.175,0.225,0.9964,0.0121,0.001,2.5434,3.4e-05,1640.691,0.110287,0.90276,0.00325,0.0,14.146968841552734,False,0.25,0.25,0.25,0.25,0.0141,0.0,0.0
6,Code,fixed_grpo,0.9036,0.06562,0.2406,0.5119,0.7,0.7,3.725,0.7404,0.0845,0.054,1.9119,3.9e-05,1640.691,0.116119,0.94975,0.003523,0.0,13.27279281616211,False,0.25,0.25,0.25,0.25,0.0797,0.2406,0.0
7,Code,fixed_grpo,1.07355,0.23906,0.1938,0.4432,0.7,0.7,2.925,0.7739,0.0934,0.0436,1.9224,5e-05,1640.691,0.117156,0.958119,0.00357,0.0,12.434545516967773,False,0.25,0.25,0.25,0.25,0.2531,0.1938,0.0
8,Code,fixed_grpo,1.37704,0.28281,0.2156,0.462,0.65,0.65,3.3,0.8054,0.0907,0.0364,1.9189,5.9e-05,1640.691,0.117688,0.962329,0.003605,0.0,12.26004695892334,False,0.25,0.25,0.25,0.25,0.2969,0.2156,0.0
9,Code,fixed_grpo,1.14718,0.20312,0.1984,0.4451,0.7,0.7,3.05,0.8255,0.0773,0.034,1.9419,6.5e-05,1640.691,0.118982,0.972706,0.003672,0.0,12.033108711242676,False,0.25,0.25,0.25,0.25,0.2172,0.1984,0.0
10,Code,fixed_grpo,1.47527,0.27969,0.1953,0.4318,0.65,0.65,2.925,0.8237,0.0773,0.0334,1.9372,7.1e-05,1640.691,0.11981,0.979332,0.003716,0.0,13.053627014160156,False,0.25,0.25,0.25,0.25,0.2938,0.1953,0.0
11,MedicalMC,fixed_grpo,1.04759,0.17344,0.1609,0.494,0.875,0.875,2.575,0.6886,0.0196,0.1095,2.2863,7.4e-05,1640.691,0.120007,0.98074,0.00375,0.0,13.677911758422852,False,0.25,0.25,0.25,0.25,0.3203,0.2359,0.1609
12,MedicalMC,fixed_grpo,1.13108,0.19375,0.1406,0.434,0.85,0.85,2.25,0.5956,0.0193,0.1594,2.2979,8.2e-05,1640.691,0.120237,0.98263,0.003756,0.0,13.967588424682617,False,0.25,0.25,0.25,0.25,0.3281,0.2687,0.1406
13,MedicalMC,fixed_grpo,1.58646,0.22031,0.2062,0.5426,0.9,0.9,3.3,0.7501,0.0133,0.0897,2.3474,8.8e-05,1640.691,0.120405,0.983923,0.003772,0.0,13.530277252197266,False,0.25,0.25,0.25,0.25,0.3625,0.2875,0.2062
14,MedicalMC,fixed_grpo,1.57873,0.19375,0.2078,0.5738,0.925,0.925,3.325,0.9391,0.0084,0.0154,2.3816,9.2e-05,1640.691,0.120494,0.984555,0.003788,0.0,13.495762825012207,False,0.25,0.25,0.25,0.25,0.3187,0.2781,0.2078
15,MedicalMC,fixed_grpo,1.70153,0.18828,0.2406,0.5878,0.9,0.9,3.85,0.9519,0.0096,0.0168,2.4586,9.6e-05,1640.691,0.120559,0.985008,0.0038,0.0,13.556316375732422,False,0.25,0.25,0.25,0.25,0.3344,0.2516,0.2406
