cycle,domain,baseline,reward,bwt,pass@1,pass@4,pass@16,coverage_solved,coverage_solutions,distinct_3,self_overlap,repetition,gen_entropy,weight_drift,param_norm,dormant_frac,effective_rank,used_mock,w_explore,w_stable,w_prec,w_diff,acc_GSM8K,acc_Code,acc_MedicalMC
1,GSM8K,fixed_grpo,0.71706,0.0,0.4172,0.6952,0.85,0.85,6.65,0.5973,0.1091,0.072,1.6851,1.3e-05,1640.691,0.0,14.46331787109375,False,0.25,0.25,0.25,0.25,0.4172,0.0,0.0
2,GSM8K,fixed_grpo,0.20892,0.0,0.3625,0.6846,0.85,0.85,5.8,0.5463,0.0968,0.0997,1.7391,1.8e-05,1640.691,0.0,14.054095268249512,False,0.25,0.25,0.25,0.25,0.3625,0.0,0.0
3,GSM8K,fixed_grpo,0.22896,0.0,0.3203,0.6531,0.825,0.825,5.125,0.5425,0.0996,0.1019,1.8522,2.2e-05,1640.691,0.0,14.06832218170166,False,0.25,0.25,0.25,0.25,0.3203,0.0,0.0
4,GSM8K,fixed_grpo,0.32422,0.0,0.2656,0.5597,0.8,0.8,4.25,0.7107,0.0798,0.0638,2.0439,2.5e-05,1640.691,0.0,13.168936729431152,False,0.25,0.25,0.25,0.25,0.2656,0.0,0.0
5,GSM8K,fixed_grpo,0.40385,0.0,0.3,0.6259,0.85,0.85,4.8,0.641,0.0973,0.0791,1.8191,2.8e-05,1640.691,0.0,13.507174491882324,False,0.25,0.25,0.25,0.25,0.3,0.0,0.0
6,Code,fixed_grpo,0.52946,0.05469,0.2484,0.5369,0.75,0.75,3.775,0.7598,0.0882,0.0476,1.8055,3.8e-05,1640.691,0.0,11.6362886428833,False,0.25,0.25,0.25,0.25,0.3547,0.2484,0.0
7,Code,fixed_grpo,0.79001,0.12188,0.2047,0.464,0.7,0.7,3.15,0.8139,0.0832,0.0377,1.8346,4.8e-05,1640.691,0.0,11.553204536437988,False,0.25,0.25,0.25,0.25,0.4219,0.2047,0.0
8,Code,fixed_grpo,0.84957,0.12344,0.175,0.4024,0.625,0.625,2.8,0.8106,0.074,0.0381,1.9466,5.6e-05,1640.691,0.0,12.96533203125,False,0.25,0.25,0.25,0.25,0.4234,0.175,0.0
9,Code,fixed_grpo,0.85922,0.1,0.1703,0.389,0.675,0.675,2.625,0.8229,0.0747,0.0359,1.9004,6.2e-05,1640.691,0.0,11.551518440246582,False,0.25,0.25,0.25,0.25,0.4,0.1703,0.0
10,Code,fixed_grpo,0.83435,0.0875,0.1578,0.4008,0.675,0.675,2.5,0.8126,0.0765,0.0424,1.9767,6.8e-05,1640.691,0.0,11.199723243713379,False,0.25,0.25,0.25,0.25,0.3875,0.1578,0.0
11,MedicalMC,fixed_grpo,0.9992,0.06641,0.2656,0.6565,0.95,0.95,4.225,0.7777,0.035,0.1098,2.1584,7.2e-05,1640.691,0.0,13.276565551757812,False,0.25,0.25,0.25,0.25,0.4266,0.1641,0.2656
12,MedicalMC,fixed_grpo,0.94079,0.10313,0.2453,0.6197,0.975,0.975,3.925,0.7743,0.0447,0.1364,2.3246,7.7e-05,1640.691,0.0,13.47162914276123,False,0.25,0.25,0.25,0.25,0.4953,0.1688,0.2453
13,MedicalMC,fixed_grpo,1.006,0.12656,0.2031,0.5622,0.925,0.925,3.25,0.7253,0.0225,0.1462,2.2951,8.1e-05,1640.691,0.0,13.586880683898926,False,0.25,0.25,0.25,0.25,0.5266,0.1844,0.2031
14,MedicalMC,fixed_grpo,1.32736,0.14609,0.2156,0.5605,0.9,0.9,3.45,0.8193,0.0214,0.0957,2.2778,8.5e-05,1640.691,0.0,13.138564109802246,False,0.25,0.25,0.25,0.25,0.5687,0.1812,0.2156
15,MedicalMC,fixed_grpo,0.92638,0.09063,0.1812,0.5183,0.85,0.85,2.9,0.6969,0.025,0.1087,2.2098,8.8e-05,1640.691,0.0,13.991565704345703,False,0.25,0.25,0.25,0.25,0.5094,0.1297,0.1812
